Arquivo	Página	Texto
out (1).pdf	13	3 dependências da Internet, apenas a Perturbação do Jogo pela Internet (Internet Gaming Disorder) foi adicionada ao DSM-5, como uma perturbação potencial que requer mais investigação e experiência clínica de modo a ser considerada uma perturbação oficial (Gmel, Notari & Schneider, 2017). Até ao momento, não há evidências suficientes que permitam a definição de critérios de diagnóstico, necessários para identificar os comportamentos problemáticos relacionados com a Internet como perturbações mentais (SICAD, 2017), por isso ainda não foram incluídos no DSM-5 como Perturbações Não Relacionadas com Substâncias, à semelhança das anteriores (APA, 2013; Clark, 2014; SICAD, 2017). Alguns autores consideram a Internet Addiction uma perturbação de controlo do impulso, outros uma dependência comportamental (como a Perturbação de Jogo), outros uma perturbação de uso de PREVIEW substâncias e outros, ainda, uma perturbação de comportamentos obsessivos e compulsivos (semelhante às apostas, às perturbações de comportamento alimentar e ao roubo compulsivo), o que dificulta a caracterização da problemática e provoca uma grande heterogeneidade de escalas, que são, geralmente, desenvolvidas com base nos critérios do DSM-IV para essas perturbações (Laconi, Rodgers & Chabrol, 2014). A perspetiva mais defendida é a correspondente à dependência comportamental (Pontes et al., 2015) ou à perturbação de controlo do impulso, uma vez que não se verifica dependência de uma substância química (Armstrong, Phillips & Saling, 2000). No entanto, ainda se conhece pouco sobre as semelhanças e as diferenças entre Internet Addiction e outros tipos de dependências ou compulsões (Armstrong et al., 2000). Este fenómeno foi inicialmente relatado e descrito na literatura por Young (1996, 1998) e Griffiths (1996, 1998) em meados da década de 1990 (Pontes et al., 2015). Desde esta altura, tem-se verificado um debate científico relativo às dependências tecnológicas, principalmente no que diz respeito à diferença entre “dependências na Internet” (addictions on the Internet) e “dependências da Internet” (addictions to the Internet) (Pontes et al., 2015), que consiste em saber se a Internet Addiction é uma perturbação, merecendo um diagnóstico clínico independente, à qual podem estar subjacentes outras perturbações (addicted TO the internet) ou se existem dependências comportamentais gerais (dependências ao sexo, jogos, compras) que também existiriam sem a Internet, sendo esta apenas o meio escolhido para atingir esses fins (addicted ON the Internet) (Gmel et al., 2017). Outros autores negam a existência de uma perturbação de Internet Addiction, assumindo apenas que pode existir um uso problemático da Internet, que pode levar a consequências negativas (Gmel et al., 2017). Assim, existem duas perspetivas diferentes e opostas relativas ao uso da Internet: o uso da Internet que é patológico e implica a noção de perturbação psicológica e o uso da Internet que é problemático, mas que
out (1).pdf	14	4 não implica a noção de perturbação. A terminologia escolhida pelos vários autores está intimamente relacionada com a conceção que lhe está subjacente (Demetrovics, Szeredi & Rózsa, 2008). Assim, por um lado, termos como Internet Addiction (Young, 1998), Internet Addiction Disorder (Goldberg, 1995), Internet Dependency (Anderson, 1998; Scherer, 1997) e Internet Use Disorder (Gmel et al., 2017) refletem a perspetiva de uma perturbação mental independente, definida clinicamente por critérios de diagnóstico e que merece ser incluída no DSM-5, sendo que a Internet é o único meio em que o comportamento pode ocorrer (e.g., Redes Sociais, jogos online de role-playing para multi-jogadores – MMORPG), pelo que a perturbação não ocorreria sem a Internet (Gmel et al., 2017). Por outro lado, termos como Pathological Internet Use (Davis, 2001; Morahan-Martin & Schumacher, 2000), Problematic PREVIEW Internet Use (Caplan, 2002; Davis, Besser & Flett, 2002a; Shapira et al., 2003), Excessive Internet Use (Hansen, 2002) e Compulsive Internet Use (Greenfield, 1999) não indicam a existência de uma perturbação independente, sendo que não requer critérios definidos e a sua severidade é contínua (Gmel et al, 2017). Este uso problemático pode ocorrer sozinho, pode ser secundário a outras perturbações mentais, ou pode ocorrer devido ao facto da Internet ser o meio escolhido para satisfazer uma dependência comportamental (Gmel et al., 2017). Inicialmente a abordagem da perturbação era a mais predominante, apesar de existirem diferentes visões relativamente a qual perturbação já existente seria mais útil para descrever clinicamente Internet Addiction, como referido, porém a segunda perspetiva tem sido cada vez mais defendida (Demetrovics et al., 2008). Entre os autores que defendem o uso da Internet como perturbação, destaca-se a definição de Internet Addiction de Young (1996), uma das primeiras autoras a definir este conceito. A partir do diagnóstico de Jogo Patológico (Pathological Gambling), referenciado no DSM-IV, Young (1998) definiu Internet Addiction como uma perturbação do controlo do impulso, sem uma substância química. Deste modo, os critérios utilizados para distinguir o uso da Internet normal do dependente prendem-se com: 1) preocupação com a Internet relativamente a atividades realizadas previamente ou antecipação da próxima ligação à Internet; 2) necessidade de usar cada vez mais a Internet para alcançar satisfação (tolerância); 3) repetição de esforços sem sucesso para controlar, reduzir ou parar o uso da Internet; 4) existência de sentimentos de inquietação, mau humor, depressão ou irritação ao tentar reduzir/interromper o uso da Internet; 5) permanência online mais do que o planeado; 6) risco de perder uma relação significativa, um emprego, uma oportunidade de educação ou de carreira devido à Internet; 7) omissão à família, ao terapeuta ou a outros do envolvimento com a Internet para esconder a extensão do seu problema; e 8) utilização da Internet para escapar aos
out (1).pdf	15	5 problemas ou para aliviar um humor disfórico (e.g., sentimentos de desamparo, culpa, ansiedade ou depressão). Por sua vez, Griffiths (1995) insere as dependências tecnológicas nas comportamentais, as quais não implicam o consumo de substâncias químicas, mas a interação entre os indivíduos e os aparelhos eletrónicos. Os autores Goldberg (1995) e Griffiths (1998) definiram Internet Addiction Disorder, com base nos critérios de diagnóstico do DSM-IV para abuso de substâncias, tendo-os adaptado à problemática da Internet: 1) necessidade de passar cada vez mais tempo online para obter a mesma satisfação (aumento da tolerância); 2) sintomas de abstinência, como ansiedade, agitação psicomotora, pensamentos obsessivos relativamente ao que está a ocorrer na sua ausência e mudanças de humor, quando o indivíduo não está na Internet; 3) desejo (craving) em aceder à Internet com maior frequência e durante mais tempo; PREVIEW 4) consequências de vida negativas, como possibilidade de ocorrerem problemas profissionais, financeiros, familiares ou conjugais; 5) preocupação excessiva com a utilização da Internet (saliência da atividade para o indivíduo); e 6) ocorrência de recaída aquando da interrupção do uso da Internet. Outros autores definem a Internet Addiction como um padrão não adaptativo de uso da Internet, geralmente consumidor de tempo, e que causa prejuízos e/ou sofrimento clinicamente significativos (Goldberg, 1995; Shaw & Black, 2008; Weinstein & Lejoyeux, 2010) e consequências comportamentais, psicossociais ou físicas negativas (Wallace & Masiak, 2011; Zhang & Xin, 2013). Vários estudos referem que a Internet Addiction também está relacionada com o uso regular e excessivo da Internet, a negligência das responsabilidades pessoais, o isolamento social, o secretismo das atividades online, a exigência de privacidade dos outros quando está online (Young, 2017); e dificuldade em controlar a quantidade de tempo que passa na Internet ou no computador (Beard, 2005; Cash, Rae, Steel & Winkler, 2012; Lopez-Fernandez, Freixa-Blanxart & Honrubia-Serrano, 2013; Shotton, 1991; Young, 1998). Por outro lado, Pathological Internet Use, também referido como Problematic Internet Use por outros autores (e.g., Caplan, 2002; Shapira et al., 2003), é descrito como o uso perturbado da Internet, que origina dificuldades psicológicas, físicas, sociais, escolares e/ou profissionais (Beard & Wolf, 2001; Spada, 2014) e que provoca vários sintomas, como incumprimento das obrigações, sentimentos de culpa e desejo (craving), preocupações mal- adaptativas com o uso da Internet e utilização durante mais tempo do que o pretendido, sendo um dos objetivos a alteração do humor (Morahan-Martin & Schumacher, 2000; Shapira et al., 2003). Davis (2001) conceptualiza Pathological Internet Use, não como uma dependência comportamental, mas como um padrão de vários comportamentos e de cognições relacionados com o uso da Internet, que resultam em consequências de vida negativas, tanto pessoais como profissionais, propondo dois tipos de Pathological Internet Use: específico ou generalizado. O
out (1).pdf	16	6 primeiro consiste na utilização patológica da Internet com um objetivo específico (e.g., sexo, pornografia, leilão, negociação de ações e apostas), sendo que os comportamentos dependentes associados a este uso patológico existiriam mesmo na ausência da Internet. O segundo é definido como um conjunto de comportamentos mais gerais e um uso excessivo e desadequado da Internet, que não está relacionado com um objetivo ou um conteúdo específico. Este tipo de uso está, frequentemente, associado à dimensão social da Internet (e.g., Redes Sociais, e-mail, chat rooms), assim, o indivíduo tende a passar tempo online, sem nenhum objetivo, e a utilizar a Internet como forma de procrastinar e de adiar as suas responsabilidades, o que origina problemas no seu dia-a-dia e leva ao desenvolvimento e à manutenção do uso patológico generalizado. Salienta-se que esta problemática provavelmente não existiria na ausência da PREVIEW Internet, embora se possa desenvolver em indivíduos que já tivessem alguma psicopatologia, que estivessem mais propensos a cognições mal-adaptativas e isolados socialmente, anteriormente à utilização da Internet. Deste modo, a Internet acaba por ser a única ligação do indivíduo ao mundo exterior, servindo como forma deste expressar os seus sentimentos negativos, o que não seria possível na ausência da Internet (Davis, 2001). Segundo este autor, o uso patológico generalizado da Internet é uma consequência de outros problemas psicossociais, como depressão, solidão e falta de apoio da família ou dos amigos, e não causas, pois estes problemas predispõem o desenvolvimento de cognições e comportamentos mal- adaptativos relacionados com a Internet, que levam a dificuldades em controlar impulsos comportamentais e, eventualmente, poderão originar consequências negativas (Caplan, 2010). Os sintomas de Pathological Internet Use apresentados por Davis (2001) são semelhantes àqueles referidos por outros autores (e.g., Young, 1996, 1999), nomeadamente pensamentos obsessivos sobre a Internet, antecipação da próxima vez que estará online, dificuldade em controlar os impulsos e em deixar de utilizar a Internet, gastos excessivos de dinheiro na Internet, desinteresse face a atividades antes consideradas agradáveis; embora estes tenham noção de que estes comportamentos não são socialmente aceites, não conseguem pará-los, o que provoca a diminuição da sua autoestima e o desenvolvimento de outros sintomas. Para além disto, os indivíduos só se sentem bem consigo próprios quando estão online, o que os leva a isolarem-se dos amigos, os quais são substituídos pelos amigos online, tornando-se isolados socialmente, facto que leva à manutenção do ciclo vicioso de uso patológico da Internet (Davis, 2001). O autor salienta, ainda, que a utilização saudável da Internet se refere ao seu uso com um determinado objetivo e durante um período de tempo moderado (Davis, 2001). Apesar da falta de consenso demonstrada, Pontes e colaboradores (2015) defendem a existência de Internet Addiction, embora talvez não afete tantos indivíduos como possa parecer,
out (1).pdf	17	7 visto que as taxas de prevalência apresentadas pela maioria dos estudos empíricos são baixas. Outros autores optam pela utilização de terminologias menos polémicas, como Problematic Internet Use, as quais não estabelecem um diagnóstico patológico, nem um rótulo de dependência (Spada, 2014). A adesão de grande parte da população às Redes Sociais é preocupante, dado que se tem verificado um aumento do tempo de permanência online por parte dos seus utilizadores (DataReportal, 2019). É possível que a Internet em si própria não seja viciante, mas que a dependência esteja ligada à utilização de algumas aplicações específicas realizadas online (Young, 1996; Griffiths, 2000). A dependência das Redes Sociais é, segundo Young (1999), um dos cinco tipos de Internet Addiction, pertencendo às dependências de relacionamentos online, visto que o principal motivo para utilizar estas plataformas é PREVIEW estabelecer e manter relacionamentos tanto online, como offline (Kuss & Griffiths, 2011). Apesar dos vários conceitos utilizados na literatura, parece que a diferença principal entre as duas perspetivas é o pressuposto do uso da Internet ser ou não uma perturbação, sendo que, no geral, as características apresentadas são semelhantes. É possível que alguns autores estejam a utilizar diferentes conceitos para definir a mesma problemática ou diferentes níveis de gravidade do uso da Internet e das Redes Sociais, sendo importante distinguir entre o uso problemático e a dependência. Relação entre Uso Problemático da Internet e das Redes Sociais e Variáveis de Bem-estar e de Sintomatologia A Internet e, especificamente, as Redes Sociais exercem cada vez mais influência na vida diária dos indivíduos, permitindo-lhes comunicar com familiares, amigos e até estranhos que vivem do outro lado do mundo, estar em contacto constante com a comunidade online e partilhar qualquer aspecto da sua vida pessoal, quando, como e com quem quiser, através de uma frase, um texto, um emoji, uma imagem ou fotografia. A facilidade de utilização e de acessibilidade, em qualquer momento e lugar, tornam as Redes Sociais extremamente atrativas para os seus utilizadores, porém contribuem para o perigo que estas plataformas apresentam para o bem-estar e a saúde mental dos indivíduos, visto que estão sempre presentes no seu dia- a-dia e podem ser acedidas a qualquer momento e utilizadas, cada vez, desde uma idade mais precoce. A literatura sobre o impacto que a comunicação mediada pela tecnologia tem nos seus utilizadores fornece dados contraditórios, alguns estudos demonstram que a comunicação online é uma ameaça para o bem-estar, outros contrariam estes resultados. Apesar da necessidade de aprofundar o estudo sobre esta problemática, existe um vasto consenso de que a Internet Addiction constituiu um grave problema de saúde pública, originando um impacto
out (1).pdf	18	8 negativo no desenvolvimento neurobiológico, psicológico e emocional dos adolescentes em geral (Adalıer & Balkan, 2012), assim como no bem-estar psicológico dos indivíduos (Akın, 2012; Caplan, 2003; Çardak, 2013; Ferraro, Caci, D’Amico & Di Blasi, 2007). Alguns estudos associam a frequência da utilização das Redes Sociais a um reduzido bem-estar psicológico (Augner & Hacker, 2012; Huang, 2017; Kross et al., 2013; Shakya & Christakis, 2017; Tromholt, 2016), enquanto outros encontraram associações positivas com o bem-estar (e.g., Dienlin, Masur & Trepte, 2017; Oh, Ozkaya & LaRose, 2014; Valkenburg, Peter & Schouten, 2006), as quais dependiam da motivação para utilizar as Redes Sociais (Valkenburg & Peter, 2007) e se a frequência de uso se qualificava como dependência (Andreassen et al., 2016). Por outro lado, a interação social em pessoa promove o aumento do bem-estar psicológico (Shakya PREVIEW & Christakis, 2017). A utilização da Internet torna-se viciante quando põe em causa a sociabilidade na vida real, levando os utilizadores a isolarem-se socialmente (Cerniglia et al., 2017). A Internet Addiction apresenta riscos para a saúde mental dos indivíduos e, provavelmente, pode originar consequências negativas na sua vida quotidiana, a nível psicossocial. Os utilizadores dependentes da Internet sofrem, frequentemente, de perda de controlo, de sintomas de angústia, de conflitos familiares (Shapira, Goldsmith, Keck, Khosla & McElroy, 2000); de emoções de raiva, de afastamento social (Block, 2008); de reduzida satisfação com a vida (Ferraro et al., 2007; Wartberg, Kriston, Kammerl, Petersen, & Thomasius, 2015); de reduzido nível de bem- estar emocional, de sintomas de abstinência, de negligência de áreas de vida consideradas anteriormente importantes, de comportamentos compulsivos e impulsivos (Demetrovics et al., 2008; Reed, Osborne, Romano, & Truzoli, 2015); de introversão (McIntyre, Wiener, & Saliba, 2015); de níveis elevados de solidão, alexitimia e suicídio (Alpaslan, Avci, Soylu, & Guzel, 2015; Moody, 2001); de humor deprimido e sintomas depressivos (Kross et al., 2013; Tromholt, 2016); de baixa autoestima (Akın & Iskender, 2011; Armstrong et al., 2000; Caplan, 2003); e de desinibição social (Morahan-Martin & Schumacher, 2000). Outro estudo demonstrou, ainda, que esta problemática está relacionada com elevada sensibilidade à rejeição; experiência de sentimentos de inutilidade e de pensamentos depressivos relacionados com a Internet; e com distração, relacionada com a procrastinação e a utilização da Internet como forma de evitamento e de se distrair de situações ou pensamentos stressantes (Davis, Flett & Besser, 2002b). Estas consequências negativas permitem avaliar o nível de dependência da Internet dos seus utilizadores (Armstrong et al., 2000). A dependência da Internet também pode impedir o desenvolvimento da identidade do indivíduo, da sua auto-imagem e de relações sociais adaptativas (Cerniglia et al., 2017) e levar à diminuição das interações sociais (Smahel, Brown
out (1).pdf	19	9 & Blinka, 2012), sendo que aqueles com elevada ansiedade de interação social passam mais tempo online (Erwin, Turk, Heimberg, Fresco & Hantula, 2004; Wolfradt & Doll, 2001). O uso excessivo da Internet também pode causar sérios prejuízos no desempenho escolar (Brezing, Derevensky & Potenza, 2010; Rücker, Akre, Berchtold & Suris, 2015) e elevado stress académico (Jun & Choi, 2015). Vários estudos têm demonstrado associações entre Internet Addiction e condições clínicas mais graves, como perturbações de ansiedade social (Weinstein, Dorani, Elhadif, Bukovza & Yarmulnik, 2015); perturbações afetivas, perturbação bipolar, distimia (Bernardi & Pallanti, 2009; Shapira et al., 2000), assim como depressão (Yen, Ko, Yen, Wu & Yang, 2007; Young & Rogers, 1998); comportamentos autodestrutivos (Sasmaz et al., 2014); ansiedade PREVIEW (Zboralski et al., 2009); perturbação de hiperatividade e défice de atenção (Sariyska, Reuter, Lachmann & Montag, 2015; Yoo et al., 2004); hostilidade/agressão, sintomas obsessivo- compulsivos (Cecilia, Mazza, Cenciarelli, Grassi & Cofini, 2013); perturbações de comportamento alimentar (Bernardi & Pallanti, 2009; Shapira et al., 2003; Tao et al., 2010); maior incidência de uso de substâncias (Rücker et al., 2015); e correlaciona-se com características da personalidade e comportamentais mal-adaptativas e problemas de saúde física (Sung, Lee, Noh, Park & Ahn, 2013). Salienta-se, ainda, que os adolescentes dependentes da Internet correm maior risco de apresentar outros problemas de dependência, por exemplo, problemas relacionados com jogo/apostas (Phillips, Ogeil & Blaszczynski, 2012). Deste modo, a Internet Addiction tem demonstrado ser, geralmente, comórbida com outras perturbações psiquiátricas (Ko, Yen, Yen, Chen & Chen, 2012), porém estas associações ainda não estão completamente esclarecidas e são, na sua maioria, bidirecionais (Cerniglia et al., 2017). A Internet Addiction tem demonstrado estar associada a problemas de saúde mental (Nalwa & Anand, 2003; Young & Rogers, 1998), dificuldades de adaptação social e reduzidas capacidades emocionais (Engelberg & Sjöberg, 2004), o que, associado às problemáticas anteriores, prejudica a capacidade de adaptação e de lidar com os problemas (Çardak, 2013), levando os indivíduos a fazê-lo de uma forma disfuncional, quando confrontados com fatores de stress (Cerniglia et al., 2017). Por outro lado, vários estudos têm demonstrado que o aumento da utilização do Facebook leva ao aumento da conexão, do apoio social percebido e do capital social (i.e., o conjunto de recursos, reais ou virtuais, obtidos através de uma rede social de conhecimento mútuo e de reconhecimento e dos contactos sociais estabelecidos; Bourdieu & Wacquant, 1992), o que, por sua vez, aumenta o bem-estar (Ahn & Shin, 2013; Deters & Mehl, 2013; Ellison, Steinfield, & Lampe, 2007; Liu & Yu, 2013). Foi, ainda, descoberto que as auto-
out (1).pdf	20	10 revelações nas Redes Sociais também aumentam o bem-estar através do aumento do apoio social percebido (Lee, Noh & Koo, 2013). Através das Redes Sociais, os indivíduos podem conversar com estranhos e desenvolver um tipo de intimidade virtual com muitos parceiros (Wong et al., 2014) e, através das relações virtuais, mantidas através destas plataformas, podem receber apoio e reconhecimento dos seus pares e até redefinir a sua identidade social (Chan & Lo, 2013). Relativamente ao uso problemático ou compulsivo das Redes Sociais, mais especificamente, este tem sido associado ao aumento de fadiga das Redes Sociais (Dhir, Yossatorn, Kaur & Chen, 2018), definida como exaustão mental após experienciar várias sobrecargas tecnológicas, informativas e comunicativas através da participação e interações em diferentes plataformas de Redes Sociais (Bright, Kleiser & Grau, 2015; Lee, Son & Kim, 2016; PREVIEW Ravindran, Kuan & Lian, 2014; Zhang, Zhao, Lu, & Yang, 2016), levando, consequentemente, ao aumento de ansiedade e de depressão. Vários estudos sugerem que o uso problemático ou excessivo das Redes Sociais resulta em depressão (Hoare, Milton, Foster & Allender, 2017; Hussain, Griffiths & Sheffield, 2017; Jelenchick, Eickhoff & Moreno, 2013; Lin et al., 2016; Scherr & Brunet, 2017); em sentimentos de solidão (Song et al., 2014); em exaustão mental e défice de atenção (Sriwilai & Charoensukmongkol, 2016); em diminuição do envolvimento nas comunidades sociais na vida real (Nyland, Marvez & Beck, 2007); em diminuição do sucesso académico, refletido em notas inferiores, menos tempo de estudo, procrastinação, distração e má gestão do tempo (Kirschner & Karpinski, 2010); em problemas amorosos, devido à partilha de informações privadas nas Redes Sociais, que pode resultar em ciúmes (Muise, Christofides & Desmarais, 2009; Persch, 2007; Phillips & Spitzberg, 2009) e em divórcio (Luscombe, 2009). O fear of missing out leva à verificação compulsiva das Redes Sociais e impulsiona os utilizadores a passarem mais tempo nessas plataformas e, consequentemente, leva a consequências negativas, como fadiga das Redes Sociais (Dhir et al., 2018), depressão, ansiedade e emoções negativas (Baker, Krieger & LeRoy, 2016; Oberst, Wegmann, Stodt, Brand & Chamarro, 2017), entre outras. Devido à falta de estudos longitudinais, não é possível fazer inferências causais relativamente a se o uso excessivo das Redes Sociais é o fator causal das consequências negativas relatadas (Kuss & Griffiths, 2011), podendo existir outros fatores determinantes importantes para além daqueles que foram avaliados. Parece que a natureza do feedback dos pares que é recebido através das Redes Sociais determina as consequências da utilização destas plataformas no bem-estar e na autoestima das pessoas, assim os que receberam predominantemente feedback negativo apresentaram baixa autoestima, a qual, por sua vez, levou a um menor bem-estar (Valkenburg et al., 2006). Dado que as pessoas tendem a ser desinibidas quando estão online (Suler, 2004), é possível que a
out (1).pdf	21	11 obtenção de feedback negativo seja mais comum na Internet do que na vida real, o que pode originar consequências negativas, principalmente, para as pessoas com baixa autoestima, que tendem a usar as Redes Sociais como forma de compensar a falta de relações pessoais na vida real, visto que a sua autoestima depende do feedback que recebem através destas plataformas (Ellison et al., 2007). Neste sentido, tem sido demonstrado que as Redes Sociais são utilizadas por algumas pessoas com o objetivo de lidar com eventos de vida negativos (Kuss & Griffiths, 2011), de escapar do humor disfórico (De Michele, Caredda, Chiaie, Salviati & Biondi, 2013; Teo et al., 2015) e de aliviar o sofrimento psicológico (George, Dellasega, Whitehead, & Bordon, 2013; Ha, Kim, Libaque-Saenz, Chang, & Park, 2015; Seidman, 2013). Deste modo, as pessoas que se sentem sozinhas, que têm dificuldades ao nível do relacionamento PREVIEW interpessoal, que experienciam ansiedade socialmente, que não têm relacionamentos afetivos significativos na vida real, que têm competências sociais reduzidas ou que sofrem de problemas psicossociais tendem a usar mais as Redes Sociais para compensar estes aspectos (Barker, 2009; Caplan, 2003) e a preferir interagir socialmente online, pois percecionam esta interação como menos ameaçadora e percecionam que são mais eficazes socialmente quando interagem com os outros online, por isso, acreditam que são mais seguras, eficazes, confiantes e confortáveis com as interações e as relações interpessoais online do que com as atividades sociais tradicionais cara-a-cara (Caplan, 2003). A necessidade de obter contacto social, o reforço obtido online e o facto de experienciarem sentimentos de segurança e de proteção por fazerem parte de uma rede social, apesar de ser virtual, levam ao aumento do desejo de permanecer numa vida social virtual (Davis, 2001; Davis et al., 2002b). Pensa-se que existe uma associação entre o uso excessivo ou as dependências das Redes Sociais e as estratégias de coping disfuncionais, como evitamento de problemas (Kuss & Griffiths, 2011), as quais foram, por sua vez, associadas a dependências comportamentais e de substâncias (Kuntsche, Stewart & Cooper, 2008). O envolvimento excessivo nas atividades online leva os indivíduos a estarem permanentemente conectados virtualmente, no entanto, na verdade, encontram-se sozinhos fisicamente e emocionalmente (Turkle, 2011), de tal forma que, paradoxalmente, a presença online constante pode levar a isolamento social, o que salienta a importância das relações sociais da vida real, em vez das relações instrumentais mediadas pela Internet (Cerniglia et al., 2017). Clark, Algoe e Green (2018) defendem que os resultados contraditórios relativamente aos benefícios e malefícios das Redes Sociais podem ser reconciliados, no sentido em que o impacto que a sua utilização tem para o bem-estar depende dos comportamentos dos seus utilizadores promoverem ou não a conexão social e permitirem ou não satisfazer as suas necessidades inatas de aceitação e de pertença. Assim, as Redes Sociais poderão aumentar o
out (1).pdf	22	12 bem-estar quando são utilizadas com o objetivo de conectar com os outros, visto que podem promover o fortalecimento das relações através do aumento da intimidade; por outro lado, prejudicam o bem-estar quando promovem o isolamento e a comparação social. Estas plataformas poderão levar à solidão se forem utilizadas para a satisfação temporária, mas ilusória, das necessidades sociais (social snacking) (Gardner, Pickett & Knowles, 2005). Assim, as Redes Sociais permitem a realização de muitas atividades que são sentidas como sociais, mas não são interativas, como espreitar os perfis de pessoas desconhecidas (Carpenter, Green & LaFlam, 2011), ver passivamente os feeds do Instagram (Clark et al., 2018) ou atualizar os estados do Facebook (Deters & Mehl, 2013). Estas atividades levam os utilizadores a sentir que as suas necessidades sociais imediatas foram satisfeitas, no entanto não contribuem para a PREVIEW conexão interpessoal, acabando por originar um défice em importantes recursos relacionais, como no apoio social (Green et al., 2005). Por outro lado, as Redes Sociais fornecem oportunidades constantes para a comparação social, a qual está associada a consequências negativas (White, Langer, Yariv & Welch, 2006), principalmente quando em relação a alguém superior (Tesser, Millar & Moore, 1988). Quando os utilizadores das Redes Sociais comparam as suas experiências de vida com aquelas que os outros escolhem expor nas suas plataformas, eles podem sentir que está a faltar algo na sua vida e sofrerem de inveja e de depressão (Clark et al., 2018) e sentirem-se mais insatisfeitos com os seus sucessos (Haferkamp & Krämer, 2011). Os indivíduos que utilizam as Redes Sociais de uma forma mais passiva, por exemplo vendo os perfis sem interagir com os outros utilizadores, poderão não beneficiar da conexão social promovida por estas plataformas e, ainda, correr um maior risco de realizar comparação social, podendo não ter informação suficiente para reconhecerem que a imagem passada nas Redes Sociais é construída (Clark et al., 2018). A utilização passiva do Facebook, definida como consumir informação sem a interação direta com os outros, também foi associada a diminuição no bem-estar, ao contrário da ativa (Verduyn et al., 2015). Apesar da possibilidade do mundo online fornecer apoio social aos seus utilizadores, as implicações negativas que o uso excessivo ou dependente da Internet tem nos relacionamentos da vida real e no funcionamento quotidiano parecem ser mais evidentes para aqueles que são mais dependentes da Internet (Orchard & Fullwood, 2010). É possível que a Internet forneça benefícios aos indivíduos bem- adaptados e, inversamente, promova sintomas depressivos aos que estão mal-adaptados, os quais podem ser vulneráveis a tornarem-se viciados na Internet (Kraut et al., 2002). Tendo em conta a problemática atual originada pelo uso abusivo e problemático da Internet e das Redes Sociais, que é motivado, muitas vezes, pela procura de certas gratificações e de satisfação das necessidades, principalmente, a nível social, como referido anteriormente,
out (1).pdf	23	13 compreende-se a importância de estudar as necessidades psicológicas neste contexto. É, também, importante estudar as necessidades psicológicas de modo a compreender o comportamento humano e o que o motiva e, ainda, a perceber o que caracteriza o funcionamento adaptativo, o que ainda se torna mais essencial devido ao contexto social e tecnológico atual, em que os indivíduos passam cada vez mais tempo na Internet e começam a participar nas Redes Sociais progressivamente mais cedo, e à falta de conhecimento ainda existente relativamente ao impacto da Internet e das Redes Sociais no seu bem-estar e na satisfação das suas necessidades. Necessidades Psicológicas e o Modelo de Complementaridade Paradigmática PREVIEW O estudo das necessidades psicológicas tem sido bastante difundido ao longo dos anos. Têm sido desenvolvidas várias teorias que procuram especificar as necessidades psicológicas do ser humano e que demonstram a importância da sua regulação para um funcionamento psicológico saudável e adaptativo (e.g., Teoria de Maslow, 1943, 1954; Teoria Experiencial- Cognitiva do Self de Epstein, 1993; Teoria da Auto-Determinação, Deci & Ryan, 2000, Ryan & Deci, 2000; Teoria de Sheldon, Elliot, Kim & Kasser, 2001; Teoria das Necessidades Humanas de Grawe, 2006; Teoria de Costanza e colaboradores, 2007; Teoria de Strenger, 2012). Mais recentemente, surgiu o Modelo de Complementaridade Paradigmática (MCP; e.g., Conceição & Vasco, 2002; Vasco, 2001, 2005, 2013; Vasco, Conceição, Silva, Ferreira & Vaz- Velho, 2018) que, à semelhança das restantes teorias, procura conceptualizar e explicar o funcionamento das necessidades psicológicas, assim como a sua influência no bem-estar dos indivíduos. Este modelo diferencia-se dos restantes na forma como caracteriza e articula as necessidades, pois estas são conceptualizadas com uma natureza dialética e integrativa. Este é um metamodelo integrativo, que pretende desenvolver e definir uma perspetiva ampla, compreensiva e diferenciadora dos fenómenos clínicos em psicoterapia, com base em diferentes orientações teóricas (Vasco, 2001, 2005), propondo três subteorias, a “teoria da perturbação”, a “teoria da adaptação” e a “teoria da intervenção” (Vasco, 2005). Este modelo defende que, para promover o bem-estar, a terapia dever-se-á focar mais no desenvolvimento da capacidade do paciente de regular a satisfação das suas necessidades psicológicas, em vez de incidir diretamente nas suas queixas e sintomas, conduzindo, assim, ao desenvolvimento e à reparação de um sentimento de bem‑estar e de sentido de vida (Vasco et al., 2018). Segundo o modelo, as necessidades básicas são únicas a cada indivíduo, que intervém ativamente na sua regulação, não sendo entidades fixas imutáveis, nem pré-determinadas, no sentido em que refletem o contexto em que este se desenvolve, incluindo tanto o que é adquirido à nascença,
